ESRB_rating,average_user_score,developer,genres,metascore,platform,publisher,release_date,summary,title,url
T,3.2,Quotix Software,"Role-Playing, General, General",25.0,PC,Strategy First,"Jun 26, 2007","Many years ago, a dimensional portal to the Outer Worlds was suddenly opened, and an enemy from the darkness encroached upon our world. Led by Pompolic, these armies of demonic hordes quickly overran most (but not all) of the planet.The origin of Pompolic is not known, but it is sure that this malevolent spiritual being possesses supernatural power, and his desire is obvious, possess the people and turn them into fellows of his dark army. The evil is spreading its power via his servants; the Dark Souls. These Dark Souls - protected by a horde of monsters - are poisoning the minds of his victims and making them slaves of evil. The denizens of this world are on the edge of total annihilation. However, a little hope still exists in the heart of the remaining citizens. They believe that there are brave hearts who can save the world from the source of the evil power. If the Dark Souls were to be captured, the onslaught would stop, and Pompolic would be defeated; the call for heroes is made...The game is placed in a fantasy world and divided into 12 maps. The player can choose between 2 characters. Each character has unique weapons and different abilities. There are 18 types of monsters, and at the end of the game the chief monster awaits the player. During the journey, the player gains experience which will help him to upgrade his strength, armour and health. [Quotix Software]",Call for Heroes: Pompolic Wars,https://www.metacritic.com/game/pc/call-for-heroes-pompolic-wars
T,5.2,Bandai,"Action, Fighting, 2D",25.0,PlayStation,Atari,"Mar 25, 2003","The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z® fighter features 22 famed DBZ® warriors for you to recreate epic, one-on-one Dragon Ball Z® battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu™, Frieza® and Android Sagas. Experience the DBZ® game that has thrilled fans all over the world!",Dragon Ball Z: Ultimate Battle 22,https://www.metacritic.com/game/playstation/dragon-ball-z-ultimate-battle-22
M,3.9,VectorCell,"Action Adventure, Horror, Horror, Survival",25.0,Xbox 360,Lexis Numerique,"Jan 11, 2012","Due for release on PSN in June, AMY is a survival horror/action adventure game, where players must protect, and escort the eponymous Amy - an enigmatic eight-year-old autistic girl with curious powers - as they try to get her out of a city overrun with wild creatures and dangerous enemies. The story follows Amy and the player character Lana, a woman who is trying to protect and save her in the disease-ridden town. They must work together to fight or flee from the aberrations, demons, and the military, in the hope of saving not only each other, but also the future of humanity itself.",AMY,https://www.metacritic.com/game/xbox-360/amy
E,3.9,Midway,"Miscellaneous, Compilation, Party, Party, Party / Minigame",25.0,Wii,Midway,"Nov 27, 2007","Game Party for the Wii is a collection of classic skill games from around the world, from American sports venues to European gathering spots. Using the Wii’s unique control interface, you can play classics such as darts; modern favorites such as table hockey and hoop shoot, or participate in multiplayer trivia contests. More than a half dozen games are available. [Midway]",Game Party,https://www.metacritic.com/game/wii/game-party
M,2.4,Team17,"Action Adventure, Adventure, Third-Person, Open-World, Modern, Modern",25.0,Xbox 360,Funsta,"Mar 31, 2009","The Leisure Suit Larry: Box Office Bust video game gives gamers an all-access pass to the glitz, glamour and gorgeous women of Tinseltown. In this 3rd person adventure game, Larry takes a summer job working on his uncle Larry’s movie lot doing odd jobs and trying to uncover a mole from another studio who threatens to air the studio's dirty laundry in the tabloids. Leisure Suit Larry: Box Office Bust is a rollicking, innuendo-laden lampoon of Hollywood that features open world sand box game play that includes exploration, platforming, racing and puzzle-solving to complete missions.  Additionally, the game features an all-new Directors Game that allows the player to create their very own ""Larry Feature."" True to form, Leisure Suit Larry Box Office Bust features sophomoric comedy and bombshell babes thanks to the writing talents of Allen Covert and an All-Star cast of actors and actresses, including Jay Mohr, Dave Attell, Shannon Elizabeth, Carmen Elektra, Patrick Warburton, Jeffrey Tambor, Nikki Cox, Peter Graves, Jane Lynch and Josh Keaton as the voice of Larry Loveage. [Sierra Entertainment]",Leisure Suit Larry: Box Office Bust,https://www.metacritic.com/game/xbox-360/leisure-suit-larry-box-office-bust
M,2.9,Direct Action Games,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",26.0,PC,Groove Games,"Jul 25, 2006","Relive the storied Marine assault that landed foreign troops on Japanese soil for the first time in 5000 years. Scenarios and missions are drawn from actual events. 10 levels of single player campaigns that are full of ambient events such as mortar explosions, overhead aircraft and warning sirens that create a truly immersive experience. Use authentic WWII weaponry including KA-BAR Fighting Utility Knife, M1911 .45 Colt, M1 Garand, M1903A4 Springfield, Browning Automatic Rifle (BAR), M1 Thompson Submachine gun (""Tommy"" Gun), Mk2 Pineapple Grenade and the M2-2 Flamethrower. Multiplayer Action with up to 16 players on Xbox Live, system link or Internet (PC), and 4 player split screen. 10 Expansive Multiplayer Maps. 6 Game types including Deathmatch, Team Deathmatch, King of the Hill, Capture the Flag, VIP Escort, & Last Man Standing. Fully featured bots with adjustable difficulty levels for online, multiplayer and training modes. [Groove Games]",World War II Combat: Iwo Jima,https://www.metacritic.com/game/pc/world-war-ii-combat-iwo-jima
E,2.8,Atomic Planet Entertainment,"Miscellaneous, Puzzle, Puzzle, General, General",26.0,Wii,Atari,"Dec  7, 2007","Jenga is based on the world famous wooden block tower building game. Designed to make the most of the innovative control systems on the Wii and DS, the game offers unpredictable, quick- paced, tactical play that combines suspense and risk-taking, where mounting anticipation comes to a crashing climax. Players of the Wii version can get physical with the Wii Remote and Nunchuk controllers as they battle to keep the Jenga tower from falling, while on the DS the touch screen provides equally intuitive control of the fast-paced action. Players experience sophisticated physics, and a multitude of game-play options (single and multiplayer). The game contains all the fun, intensity and challenge of the original boxed game with a wealth of exciting new enhancements, power-ups and twists that are possible only in the videogame world. [Atari]",Jenga World Tour,https://www.metacritic.com/game/wii/jenga-world-tour
T,2.7,Lucky Chicken,"Action Adventure, Fantasy",26.0,Xbox,TDK Mediactive,"Jul 30, 2003","Here's your chance to wield the power of Aquaman, the DC Comics superhero, as he defends the deep-sea city of Atlantis against such enemies as Ocean Master, Black Manta, and the Lava Lord of the Fire Trolls. You must fight to save the lost city by using Aquaman's super powers, telepathy, and hook-hand. While the game features plenty of intense underwater battles, you can also bombard your enemies from an attack sub in first-person mode.",Aquaman: Battle for Atlantis,https://www.metacritic.com/game/xbox/aquaman-battle-for-atlantis
E10+,2.9,Bandai Namco Games,"Action, General",26.0,3DS,Bandai Namco Games,"Oct  7, 2014","Fight evil robots as the heroes of the animated TV series in Tenkai Knights: Brave Battle on Nintendo 3DS and 2DS.",Tenkai Knights: Brave Battle,https://www.metacritic.com/game/3ds/tenkai-knights-brave-battle
E,2.6,Magic Lantern,"Adventure, General, General",26.0,PC,Atari,"Nov 12, 2001",,Survivor (2001),https://www.metacritic.com/game/pc/survivor-2001
E10+,3.7,AI,"Sports, General, General",26.0,Xbox 360,Hudson Entertainment,"Nov 18, 2010","DECA SPORTS FREEDOM will take sports gaming to the next level and to the XBox 360 console for the first time with 10 new sporting events designed especially for Kinect.  Players will compete in Tennis, Boxing, Archery, Paintball, Beach Volleyball, Dodge Ball, Kendo, Mogul Skiing, Snowboard Cross and even Figure Skating.  DECA SPORTS FREEDOM takes advantage of Kinect for Xbox 360's advanced technology and allows gamers to compete controller-free against friends and family, and even online against ""DECAthletes"" around the world through Xbox LIVE online entertainment network.  Players' movements are mirrored by their avatars, which appear in the game as the athletes.  DECA SPORTS FREEDOM will deliver the experience of the original ""Everybody Sports Game"" with exciting next-generation gameplay.",Deca Sports Freedom,https://www.metacritic.com/game/xbox-360/deca-sports-freedom
T,4.3,Wildfire Studios,"Miscellaneous, Parlor, Pinball",26.0,PlayStation,Take-Two Interactive,"Apr 25, 2001",,KISS Pinball,https://www.metacritic.com/game/playstation/kiss-pinball
E,2.6,Backbone Entertainment,"Action Adventure, Modern, General, Modern",26.0,PC,Global Star Software,"Jul 12, 2005","Step inside the magical world of Willy Wonka's famous chocolate factory. Based on the feature film directed by Tim Burton and the classic Roald Dahl book, the game allows players to explore deep inside the factory and play the beloved story as Charlie Bucket. Find a Golden Ticket and, along with four other children, win a personal tour of Willy Wonka's factory guided by the notorious and reclusive candy-maker himself. Embark on a fantastic adventure exploring the many extraordinary environments of the factory, including some from the book that do not appear in the film. Discover what happens after the other children, greed-driven and unrestrained, wreak havoc throughout the factory. Then save the chocolate factory from their destruction by solving mystifying puzzles and using inventive candy powers. By helping the Oompa-Loompas and restoring order to the factory, Charlie can earn the respect of Willy Wonka and win an unexpected prize. Acquire incredible abilities by using fantastic new candies in order to save the factory. Stop the ""rotten"" children from causing chaos and destruction throughout the candy factory. Repair huge, bizarre candy-making machines by solving puzzles and enlisting the help of the Oompa-Loompas. Explore numerous rooms and environments inside Willy Wonka's chocolate factory. [Global Star]",Charlie and the Chocolate Factory,https://www.metacritic.com/game/pc/charlie-and-the-chocolate-factory
